model,price,year,mileage,vol_engine,Power
vito,125259.46258503401,2015.4761904761904,156002.6462585034,1923.5102040816328,142.4625850340136
vivaro,64575.168539325845,2013.5280898876404,220162.9775280899,1807.7696629213483,123.0
x-trail,79984.15234375,2015.2109375,119448.41796875,1758.453125,150.91015625
x1,86424.86355140187,2015.0747663551401,129791.84112149532,1936.1551401869158,168.31028037383177
x2,165982.81012658228,2020.107594936709,34223.329113924054,1777.9177215189873,167.81012658227849
x3,127174.91605839416,2014.35401459854,134270.71441605838,2137.090328467153,200.27463503649636
x4,213725.7455357143,2018.3392857142858,67756.65625,2231.6428571428573,241.28125
x5,227122.3365695793,2015.9913700107875,117783.27508090615,2840.6763754045305,283.62783171521033
x5-m,460128.3359375,2018.640625,68354.7421875,3880.203125,517.7734375
x6,226246.1603773585,2015.3333333333333,126843.83018867925,3080.509433962264,307.1477987421384
x6-m,390463.5,2017.328125,92121.4375,3913.0625,517.25
x7,512095.453125,2020.984375,17767.40625,3189.109375,364.515625
xc-40,158042.40384615384,2019.7948717948718,44443.03846153846,1777.1410256410256,187.0448717948718
xc-60,138471.16612641816,2016.7350081037278,117040.41734197731,2092.2860615883305,206.54294975688816
xc-70,58157.3046875,2010.7421875,233527.171875,2486.6875,203.046875
xc-90,164620.94144144145,2015.2117117117118,134874.5518018018,2228.7432432432433,243.97072072072072
xceed,108041.53333333334,2021.1888888888889,15060.611111111111,1478.5333333333333,150.0222222222222
xsara-picasso,8382.983333333334,2006.4166666666667,203492.65,1634.5666666666666,107.4
yaris,43909.29708431836,2014.4586288416076,104193.6524822695,1308.49487785658,93.46493301812451
yeti,39839.312,2012.6,171441.72,1632.504,124.152
zafira,33377.8130489335,2011.0376411543286,192358.57089084067,1764.4178168130488,137.37139272271017
zoe,92888.39130434782,2019.0434782608695,20709.565217391304,0.0,112.6086956521739
